"","year","month","day","site","ipa","station","org_type","tax_group","species","species_count","mean_length_mm"
"330","2018","09","11","FAM","Armored",1,"Pelagic invertebrate","Jellyfish","Moon Jelly",50,0
"331","2018","09","11","FAM","Armored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",25,0
"332","2018","09","11","FAM","Armored",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",5,0
"333","2018","09","11","FAM","Natural",0,"Fish","Forage Fish","Herring",61,27.8524590163934
"334","2018","09","11","FAM","Natural",1,"Pelagic invertebrate","Jellyfish","Moon Jelly",200,10
"335","2018","09","11","FAM","Natural",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",200,10
"336","2018","09","11","FAM","Restored",0,"Fish","Forage Fish","Herring",1,88
"337","2018","09","11","FAM","Restored",0,"Fish","Forage Fish","Surf Smelt",6,55.6666666666667
"338","2018","09","11","FAM","Restored",0,"Fish","Perch","Shiner Perch",81,15.962962962963
"339","2018","09","11","FAM","Restored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",30,0
"340","2018","09","11","FAM","Restored",1,"Pelagic invertebrate","Jellyfish","Moon Jelly",270,0
"341","2018","09","11","FAM","Restored",2,"Fish","Stichaeid","Stickleback",1,31
"342","2018","09","11","TUR","Armored",0,"Benthic invertebrate","Decapod","UnID Shrimp",4,66.5
"343","2018","09","11","TUR","Armored",1,"Fish","Perch","Shiner Perch",10,99.3
"344","2018","09","11","TUR","Armored",2,NA,NA,"none",1,0
"345","2018","09","11","TUR","Natural",0,NA,NA,"none",1,0
"346","2018","09","11","TUR","Natural",1,NA,NA,"none",1,0
"347","2018","09","11","TUR","Natural",2,"Fish","Stichaeid","Stickleback",1,31
"348","2018","09","11","TUR","Natural",2,"Pelagic invertebrate","Jellyfish","Ctenophore",20,0
"349","2018","09","11","TUR","Restored",0,NA,NA,"none",1,0
"350","2018","09","11","TUR","Restored",1,NA,NA,"none",1,0
"351","2018","09","11","TUR","Restored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",10,0
"352","2018","09","11","TUR","Restored",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",4,0
"353","2018","09","12","COR","Armored",0,"Benthic invertebrate","Decapod","UnID Shrimp",2,24
"354","2018","09","12","COR","Armored",0,"Fish","Hexagrammidae","White Spotted Greenling",1,128
"355","2018","09","12","COR","Armored",0,"Fish","Perch","Shiner Perch",32,36.875
"356","2018","09","12","COR","Armored",0,"Fish","Pholidae","Crescent Gunnel",1,125
"357","2018","09","12","COR","Armored",0,"Pelagic invertebrate","Jellyfish","Ctenophore",20,0
"358","2018","09","12","COR","Armored",1,"Fish","Forage Fish","Herring",1,73
"359","2018","09","12","COR","Armored",2,NA,NA,"none",1,0
"360","2018","09","12","COR","Natural",0,"Fish","Perch","Shiner Perch",35,0
"361","2018","09","12","COR","Natural",1,"Fish","Gadidae","Pacific Cod",1,0
"362","2018","09","12","COR","Natural",1,"Fish","Perch","Shiner Perch",76,17.7894736842105
"363","2018","09","12","COR","Natural",2,NA,NA,"none",1,0
"364","2018","09","12","COR","Restored",0,"Benthic invertebrate","Decapod","Dungeness Crab",1,120
"365","2018","09","12","COR","Restored",0,"Benthic invertebrate","Decapod","UnID Shrimp",1,45
"366","2018","09","12","COR","Restored",0,"Fish","Cottidae","Buffalo Sculpin",1,120
"367","2018","09","12","COR","Restored",0,"Fish","Perch","Shiner Perch",13,93.1538461538462
"368","2018","09","12","COR","Restored",0,"Pelagic invertebrate","Jellyfish","Ctenophore",10,0
"369","2018","09","12","COR","Restored",1,"Fish","Cottidae","Buffalo Sculpin",1,41
"370","2018","09","12","COR","Restored",1,"Fish","Perch","Shiner Perch",15,89
"371","2018","09","12","COR","Restored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",80,0
"372","2018","09","12","COR","Restored",2,NA,NA,"none",1,0
"373","2018","09","12","TUR","Armored",0,"Benthic invertebrate","Decapod","UnID Shrimp",1,35
"374","2018","09","12","TUR","Armored",0,"Fish","Perch","Shiner Perch",23,64.4782608695652
"375","2018","09","12","TUR","Armored",1,"Benthic invertebrate","Decapod","UnID Shrimp",1,45
"376","2018","09","12","TUR","Armored",1,"Fish","Cottidae","Silver Spotted Sculpin",1,81
"377","2018","09","12","TUR","Armored",1,"Fish","Perch","Shiner Perch",14,87.0714285714286
"378","2018","09","12","TUR","Armored",1,"Fish","Perch","Striped Perch",1,74
"379","2018","09","12","TUR","Armored",1,"Fish","Pholidae","Saddleback Gunnel",1,95
"380","2018","09","12","TUR","Armored",2,NA,NA,"none",1,0
"381","2018","09","12","TUR","Natural",0,NA,NA,"none",1,0
"382","2018","09","12","TUR","Natural",1,NA,NA,"none",1,0
"383","2018","09","12","TUR","Natural",2,NA,NA,"none",1,0
"384","2018","09","12","TUR","Restored",0,"Fish","Perch","Pile Perch",1,285
"385","2018","09","12","TUR","Restored",0,"Fish","Perch","Striped Perch",3,116.666666666667
"386","2018","09","12","TUR","Restored",1,"Fish","Perch","Striped Perch",1,232
"387","2018","09","12","TUR","Restored",2,NA,NA,"none",1,0
"388","2018","09","14","EDG","Armored",0,NA,NA,"none",1,0
"389","2018","09","14","EDG","Armored",1,NA,NA,"none",1,0
"390","2018","09","14","EDG","Armored",2,NA,NA,"none",1,0
"391","2018","09","14","EDG","Natural",0,NA,NA,"none",1,0
"392","2018","09","14","EDG","Natural",1,NA,NA,"none",1,0
"393","2018","09","14","EDG","Natural",2,"Pelagic invertebrate","Jellyfish","Fried Egg Jelly",1,0
"394","2018","09","14","EDG","Restored",0,NA,NA,"none",1,0
"395","2018","09","14","EDG","Restored",1,NA,NA,"none",1,0
"396","2018","09","14","EDG","Restored",2,"Pelagic invertebrate","Jellyfish","Fried Egg Jelly",1,0
"397","2019","04","19","DOK","Armored",1,"Benthic Invertebrate","Isopod","Idotea",1,0
"398","2019","04","19","DOK","Armored",1,"Fish","Forage Fish","Surf Smelt",1,145
"399","2019","04","19","DOK","Armored",1,"Fish","Salmon","Chum",13,87.2307692307692
"400","2019","04","19","DOK","Armored",2,NA,NA,"none",1,0
"401","2019","04","19","DOK","Natural",0,NA,NA,"none",1,0
"402","2019","04","19","DOK","Natural",1,NA,NA,"none",1,0
"403","2019","04","19","DOK","Natural",2,NA,NA,"none",1,0
"404","2019","04","19","DOK","Restored",0,"Fish","Salmon","Chinook",1,99
"405","2019","04","19","DOK","Restored",1,NA,NA,"none",1,0
"406","2019","04","19","DOK","Restored",2,NA,NA,"none",1,0
"407","2019","04","19","SHR","Armored",0,"Pelagic invertebrate","Jellyfish","Ctenophore",1,0
"408","2019","04","19","SHR","Armored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",7,0
"409","2019","04","19","SHR","Armored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",10,0
"410","2019","04","19","SHR","Natural",0,NA,NA,"none",1,0
"411","2019","04","19","SHR","Natural",1,"Pelagic invertebrate","Jellyfish","Ctenophore",2,0
"412","2019","04","19","SHR","Natural",2,"Pelagic invertebrate","Jellyfish","Ctenophore",2,0
"413","2019","04","19","SHR","Restored",0,"Pelagic invertebrate","Jellyfish","Ctenophore",6,0
"414","2019","04","19","SHR","Restored",1,NA,NA,"none",1,0
"415","2019","04","19","SHR","Restored",2,NA,NA,"none",1,0
"416","2019","04","24","EDG","Armored",0,"Pelagic invertebrate","Jellyfish","Ctenophore",11,0
"417","2019","04","24","EDG","Armored",0,"Pelagic invertebrate","Jellyfish","Moon Jelly",1,0
"418","2019","04","24","EDG","Armored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",2,0
"419","2019","04","24","EDG","Armored",2,NA,NA,"none",1,0
"420","2019","04","24","EDG","Natural",0,"Fish","Forage Fish","Sand Lance",1,40
"421","2019","04","24","EDG","Natural",1,NA,NA,"none",1,0
"422","2019","04","24","EDG","Natural",2,NA,NA,"none",1,0
"423","2019","04","24","EDG","Restored",0,"Pelagic invertebrate","Jellyfish","Ctenophore",23,0
"424","2019","04","24","EDG","Restored",1,"Fish","Perch","Shiner Perch",50,34
"425","2019","04","24","EDG","Restored",2,NA,NA,"none",1,0
"426","2019","04","29","COR","Armored",0,"Benthic Invertebrate","Decapod","Crab",1,20
"427","2019","04","29","COR","Armored",0,"Benthic Invertebrate","Decapod","UnID Shrimp",3,33.3333333333333
"428","2019","04","29","COR","Armored",0,"Fish","Perch","Shiner Perch",1,80
"429","2019","04","29","COR","Armored",0,"Fish","Pholidae","Saddleback Gunnel",1,85
"430","2019","04","29","COR","Armored",0,"Fish","Salmon","Chum",1,45
"431","2019","04","29","COR","Armored",0,"Fish","Stichaeid","Snake Prickleback",1,195
"432","2019","04","29","COR","Armored",1,"Benthic Invertebrate","Isopod","Idotea",1,40
"433","2019","04","29","COR","Armored",1,"Fish","Salmon","Chum",512,2.044921875
"434","2019","04","29","COR","Armored",2,"Fish","Forage Fish","Herring",1,32
"435","2019","04","29","COR","Armored",2,"Fish","Salmon","Chum",79,16.7974683544304
"436","2019","04","29","COR","Natural",0,"Fish","Forage Fish","Herring",4,151.75
"437","2019","04","29","COR","Natural",0,"Fish","Forage Fish","Sand Lance",2,72.5
"438","2019","04","29","COR","Natural",0,"Fish","Forage Fish","Surf Smelt",1,144
"439","2019","04","29","COR","Natural",0,"Fish","Salmon","Chum",20,54.6
"440","2019","04","29","COR","Natural",1,"Pelagic invertebrate","Jellyfish","Ctenophore",2,0
"441","2019","04","29","COR","Natural",2,"Fish","Salmon","Chum",15,45.1333333333333
"442","2019","04","29","COR","Restored",0,"Benthic Invertebrate","Decapod","Pandalid",25,32.8
"443","2019","04","29","COR","Restored",0,"Benthic Invertebrate","Gastropod","Nudibranch",1,90
"444","2019","04","29","COR","Restored",0,"Fish","Cottidae","Buffalo Sculpin",7,22.4285714285714
"445","2019","04","29","COR","Restored",0,"Fish","Cottidae","Staghorn Sculpin",1,110
"446","2019","04","29","COR","Restored",0,"Fish","Flatfish","English sole",2,76
"447","2019","04","29","COR","Restored",0,"Fish","Flatfish","UnID Flatfish",1,24
"448","2019","04","29","COR","Restored",0,"Fish","Salmon","Chum",38,23.6052631578947
"449","2019","04","29","COR","Restored",1,"Fish","Forage Fish","Herring",2,0
"450","2019","04","29","COR","Restored",1,"Fish","Salmon","Chum",44,20.8409090909091
"451","2019","04","29","COR","Restored",1,"Pelagic invertebrate","Decapod","Crab Zoea",1,4
"452","2019","04","29","COR","Restored",2,NA,NA,"none",1,0
"453","2019","04","29","FAM","Armored",0,"Pelagic invertebrate","Jellyfish","Ctenophore",4,0
"454","2019","04","29","FAM","Armored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",15,0
"455","2019","04","29","FAM","Armored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",22,0
"456","2019","04","29","FAM","Natural",0,"Fish","Hexagrammidae","Kelp Greenling",183,6.67213114754098
"457","2019","04","29","FAM","Natural",0,"Pelagic invertebrate","Jellyfish","Ctenophore",1,0
"458","2019","04","29","FAM","Natural",1,"Pelagic invertebrate","Ctenophore","Ctenophore",18,0
"459","2019","04","29","FAM","Natural",2,"Benthic Invertebrate","Decapod","UnID Shrimp",1,23
"460","2019","04","29","FAM","Natural",2,"Fish","Hexagrammidae","Kelp Greenling",1,30
"461","2019","04","29","FAM","Natural",2,"Pelagic invertebrate","Ctenophore","Ctenophore",7,0
"462","2019","04","29","FAM","Restored",0,"Fish","Forage Fish","Surf Smelt",1,120
"463","2019","04","29","FAM","Restored",0,"Pelagic invertebrate","Jellyfish","Ctenophore",6,0
"464","2019","04","29","FAM","Restored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",2,0
"465","2019","04","29","FAM","Restored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",1,0
"466","2019","04","30","COR","Natural",0,"Benthic Invertebrate","Decapod","Crab Zoea",1,0
"467","2019","04","30","TUR","Armored",0,"Pelagic invertebrate","Jellyfish","Ctenophore",8,0
"468","2019","04","30","TUR","Armored",1,"Benthic Invertebrate","Decapod","Kelp Crab",1,10
"469","2019","04","30","TUR","Armored",1,"Fish","Aulorhynchus","Tube Snout",1,150
"470","2019","04","30","TUR","Armored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",6,0
"471","2019","04","30","TUR","Armored",2,"Fish","Gadidae","Tom Cod",1,23
"472","2019","04","30","TUR","Armored",2,"Pelagic invertebrate","Decapod","Crab Zoea",3,4
"473","2019","04","30","TUR","Armored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",5,0
"474","2019","04","30","TUR","Armored",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",2,0
"475","2019","04","30","TUR","Natural",0,"Pelagic invertebrate","Jellyfish","Ctenophore",15,0
"476","2019","04","30","TUR","Natural",1,"Pelagic invertebrate","Jellyfish","Ctenophore",25,0
"477","2019","04","30","TUR","Natural",2,"Pelagic invertebrate","Jellyfish","Ctenophore",10,0
"478","2019","04","30","TUR","Restored",0,"Benthic Invertebrate","Decapod","Kelp Crab",1,20
"479","2019","04","30","TUR","Restored",0,"Benthic Invertebrate","Decapod","UnID Shrimp",8,28.25
"480","2019","04","30","TUR","Restored",0,"Fish","Pholidae","Crescent Gunnel",1,110
"481","2019","04","30","TUR","Restored",0,"Fish","Pholidae","Penpoint Gunnel",1,0
"482","2019","04","30","TUR","Restored",0,"Pelagic invertebrate","Jellyfish","Moon Jelly",1,0
"483","2019","04","30","TUR","Restored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",10,0
"484","2019","04","30","TUR","Restored",1,"Pelagic invertebrate","Jellyfish","Moon Jelly",1,0
"485","2019","04","30","TUR","Restored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",8,0
"486","2019","05","01","COR","Natural",0,"Benthic Invertebrate","Decapod","Crab Zoea",1,0
"487","2019","05","20","DOK","Armored",0,"Pelagic invertebrate","Jellyfish","Ctenophore",49,0
"488","2019","05","20","DOK","Armored",1,"Fish","Salmon","Chum",1,80
"489","2019","05","20","DOK","Armored",1,"Fish","Stichaeid","Stickleback",1,70
"490","2019","05","20","DOK","Armored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",40,0
"491","2019","05","20","DOK","Armored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",11,0
"492","2019","05","20","DOK","Natural",0,"Pelagic invertebrate","Jellyfish","Ctenophore",22,0
"493","2019","05","20","DOK","Natural",1,"Pelagic invertebrate","Jellyfish","Ctenophore",20,0
"494","2019","05","20","DOK","Natural",2,"Pelagic invertebrate","Jellyfish","Ctenophore",10,0
"495","2019","05","20","DOK","Restored",0,"Pelagic invertebrate","Jellyfish","Ctenophore",2,0
"496","2019","05","20","DOK","Restored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",2,0
"497","2019","05","20","DOK","Restored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",30,0
"498","2019","05","20","DOK","Restored",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",2,0
"499","2019","05","20","SHR","Armored",0,"Fish","Aulorhynchus","Tube Snout",3,144.333333333333
"500","2019","05","20","SHR","Armored",0,"Fish","Perch","Shiner Perch",45,38.1555555555556
"501","2019","05","20","SHR","Armored",0,"Fish","Pholidae","Saddleback Gunnel",1,135
"502","2019","05","20","SHR","Armored",0,"Fish","Salmon","Chum",3,67
"503","2019","05","20","SHR","Armored",1,"Fish","Salmon","Chum",1,0
"504","2019","05","20","SHR","Armored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",2,0
"505","2019","05","20","SHR","Armored",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",4,0
"506","2019","05","20","SHR","Natural",0,"Benthic Invertebrate","Decapod","Helmet Crab",1,40
"507","2019","05","20","SHR","Natural",0,"Fish","Aulorhynchus","Tube Snout",1,145
"508","2019","05","20","SHR","Natural",0,"Fish","Perch","Shiner Perch",1,85
"509","2019","05","20","SHR","Natural",0,"Fish","Pholidae","Saddleback Gunnel",2,125
"510","2019","05","20","SHR","Natural",1,"Fish","Hexagrammidae","Kelp Greenling",1,55
"511","2019","05","20","SHR","Natural",1,"Fish","Salmon","Chum",9,66.8888888888889
"512","2019","05","20","SHR","Natural",2,"Fish","Hexagrammidae","Kelp Greenling",3,52
"513","2019","05","20","SHR","Natural",2,"Fish","Salmon","Chum",6,36.1666666666667
"514","2019","05","20","SHR","Natural",2,"Fish","Salmon","Coho",1,60
"515","2019","05","20","SHR","Natural",2,"Fish","Stichaeid","Stickleback",1,60
"516","2019","05","20","SHR","Restored",0,"Fish","Aulorhynchus","Tube Snout",58,47.051724137931
"517","2019","05","20","SHR","Restored",0,"Fish","Forage Fish","Sand Lance",1,110
"518","2019","05","20","SHR","Restored",0,"Fish","Perch","Shiner Perch",4,93
"519","2019","05","20","SHR","Restored",1,"Fish","Salmon","Chum",18,84.1666666666667
"520","2019","05","20","SHR","Restored",2,"Fish","Salmon","Chinook",1,109
"521","2019","05","20","SHR","Restored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",10,0
"522","2019","05","21","COR","Armored",0,"Fish","Forage Fish","Herring",2,90.5
"523","2019","05","21","COR","Armored",0,"Fish","Pholidae","Saddleback Gunnel",1,100
"524","2019","05","21","COR","Armored",0,"Fish","Salmon","Chinook",8,100.375
"525","2019","05","21","COR","Armored",0,"Fish","Salmon","Chum",176,9.13068181818182
"526","2019","05","21","COR","Armored",0,"Fish","Stichaeid","Stickleback",1,60
"527","2019","05","21","COR","Armored",1,"Fish","Salmon","Chinook",2,97.5
"528","2019","05","21","COR","Armored",1,"Fish","Salmon","Chum",2,80
"529","2019","05","21","COR","Armored",2,"Fish","Salmon","Chinook",8,104.875
"530","2019","05","21","COR","Armored",2,"Fish","Salmon","Chum",10,89.8
"531","2019","05","21","COR","Armored",2,"Fish","Sygnathid","Pipefish",1,157
"532","2019","05","21","COR","Armored",2,"Pelagic invertebrate","Gastropod","Melibe",1,0
"533","2019","05","21","COR","Natural",0,"Fish","Perch","Shiner Perch",2,87.5
"534","2019","05","21","COR","Natural",1,"Fish","Forage Fish","Herring",51,49.3725490196078
"535","2019","05","21","COR","Natural",1,"Fish","Forage Fish","Northern Anchovy",1,110
"536","2019","05","21","COR","Natural",1,"Fish","Forage Fish","Surf Smelt",8,153.75
"537","2019","05","21","COR","Natural",1,"Fish","Perch","Shiner Perch",85,19.2941176470588
"538","2019","05","21","COR","Natural",1,"Fish","Salmon","Chinook",11,125.818181818182
"539","2019","05","21","COR","Natural",1,"Fish","Salmon","Chum",9,86.6666666666667
"540","2019","05","21","COR","Natural",1,"Pelagic invertebrate","Jellyfish","Ctenophore",3,0
"541","2019","05","21","COR","Natural",1,"Pelagic invertebrate","Jellyfish","Moon Jelly",1,0
"542","2019","05","21","COR","Natural",2,NA,NA,"none",1,0
"543","2019","05","21","COR","Restored",0,"Benthic Invertebrate","Decapod","Kelp Crab",1,40
"544","2019","05","21","COR","Restored",0,"Fish","Cottidae","Buffalo Sculpin",7,23.5714285714286
"545","2019","05","21","COR","Restored",0,"Fish","Decapod","UnID Shrimp",63,9.19047619047619
"546","2019","05","21","COR","Restored",0,"Fish","Forage Fish","Herring",4,130.75
"547","2019","05","21","COR","Restored",0,"Fish","Forage Fish","Surf Smelt",4,104.5
"548","2019","05","21","COR","Restored",0,"Fish","Perch","Shiner Perch",9,88.8888888888889
"549","2019","05","21","COR","Restored",0,"Fish","Perch","Striped Perch",1,103
"550","2019","05","21","COR","Restored",0,"Fish","Pholidae","Crescent Gunnel",6,99.3333333333333
"551","2019","05","21","COR","Restored",0,"Fish","Pholidae","Penpoint Gunnel",1,90
"552","2019","05","21","COR","Restored",0,"Fish","Pholidae","Saddleback Gunnel",1,110
"553","2019","05","21","COR","Restored",0,"Fish","Salmon","Chinook",6,103
"554","2019","05","21","COR","Restored",0,"Fish","Salmon","Chum",40,33.75
"555","2019","05","21","COR","Restored",0,"Fish","Stichaeid","Snake Prickleback",9,102.333333333333
"556","2019","05","21","COR","Restored",0,"Fish","Sygnathid","Pipefish",7,150.285714285714
"557","2019","05","21","COR","Restored",0,"Pelagic invertebrate","Gastropod","Melibe",9,0
"558","2019","05","21","COR","Restored",0,"Pelagic invertebrate","Jellyfish","Ctenophore",6,0
"559","2019","05","21","COR","Restored",0,"Pelagic invertebrate","Jellyfish","Moon Jelly",2,0
"560","2019","05","21","COR","Restored",1,"Benthic Invertebrate","Decapod","Helmet Crab",1,80
"561","2019","05","21","COR","Restored",1,"Benthic Invertebrate","Decapod","Hippolyte Sp",18,13.3888888888889
"562","2019","05","21","COR","Restored",1,"Benthic Invertebrate","Decapod","Pandalid",10,20.3
"563","2019","05","21","COR","Restored",1,"Benthic Invertebrate","Decapod","UnID Shrimp",5,21.6
"564","2019","05","21","COR","Restored",1,"Fish","Cottidae","Buffalo Sculpin",3,19.3333333333333
"565","2019","05","21","COR","Restored",1,"Fish","Cottidae","Silver Spotted Sculpin",1,30
"566","2019","05","21","COR","Restored",1,"Fish","Gadidae","Tom Cod",1,48
"567","2019","05","21","COR","Restored",1,"Fish","Hexagrammidae","Kelp Greenling",2,40
"568","2019","05","21","COR","Restored",1,"Fish","Perch","Shiner Perch",3,74
"569","2019","05","21","COR","Restored",1,"Fish","Pholidae","Crescent Gunnel",2,100
"570","2019","05","21","COR","Restored",1,"Fish","Pholidae","Saddleback Gunnel",1,110
"571","2019","05","21","COR","Restored",1,"Fish","Stichaeid","Snake Prickleback",1,150
"572","2019","05","21","COR","Restored",1,"Pelagic invertebrate","Gastropod","Melibe",5,0
"573","2019","05","21","COR","Restored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",5,0
"574","2019","05","21","COR","Restored",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",1,0
"575","2019","05","22","FAM","Armored",0,"Benthic Invertebrate","Decapod","UnID Shrimp",2,52.5
"576","2019","05","22","FAM","Armored",0,"Fish","Forage Fish","Surf Smelt",2,134.5
"577","2019","05","22","FAM","Armored",0,"Fish","Perch","Shiner Perch",2,124
"578","2019","05","22","FAM","Armored",0,"Fish","Salmon","Chum",2,57.5
"579","2019","05","22","FAM","Armored",0,"Fish","Stichaeid","Stickleback",3,58.3333333333333
"580","2019","05","22","FAM","Armored",0,"Pelagic invertebrate","Jellyfish","Ctenophore",4,0
"581","2019","05","22","FAM","Armored",1,"Fish","UnID Fish","UnID Larval Fish",1,30
"582","2019","05","22","FAM","Armored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",2,0
"583","2019","05","22","FAM","Armored",1,"Pelagic invertebrate","Jellyfish","Moon Jelly",3,0
"584","2019","05","22","FAM","Armored",2,"Fish","UnID Fish","UnID Larval Fish",50,12.98
"585","2019","05","22","FAM","Natural",0,"Fish","Forage Fish","Herring",28,28.7857142857143
"586","2019","05","22","FAM","Natural",0,"Fish","Stichaeid","Snake Prickleback",6,111.166666666667
"587","2019","05","22","FAM","Natural",1,NA,NA,"none",1,0
"588","2019","05","22","FAM","Natural",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",2,0
"589","2019","05","22","FAM","Restored",0,"Pelagic invertebrate","Jellyfish","Ctenophore",5,0
"590","2019","05","22","FAM","Restored",0,"Pelagic invertebrate","Jellyfish","Moon Jelly",1,0
"591","2019","05","22","FAM","Restored",1,"Fish","Hexagrammidae","Kelp Greenling",2,65
"592","2019","05","22","FAM","Restored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",2,0
"593","2019","05","22","FAM","Restored",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",1,0
"594","2019","05","22","TUR","Armored",0,"Fish","Sygnathid","Tube Snout",1,135
"595","2019","05","22","TUR","Armored",0,"Pelagic invertebrate","Jellyfish","Ctenophore",2,0
"596","2019","05","22","TUR","Armored",0,"Pelagic invertebrate","Jellyfish","Moon Jelly",8,0
"597","2019","05","22","TUR","Armored",1,"Pelagic invertebrate","Jellyfish","Moon Jelly",6,0
"598","2019","05","22","TUR","Armored",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",7,0
"599","2019","05","22","TUR","Natural",0,"Fish","Forage Fish","Herring",2,31
"600","2019","05","22","TUR","Natural",0,"Pelagic invertebrate","Jellyfish","Moon Jelly",1,0
"601","2019","05","22","TUR","Natural",1,"Pelagic invertebrate","Jellyfish","Moon Jelly",3,0
"602","2019","05","22","TUR","Natural",2,NA,NA,"none",1,0
"603","2019","05","22","TUR","Restored",0,"Benthic Invertebrate","Decapod","Kelp Crab",3,31
"604","2019","05","22","TUR","Restored",0,"Benthic Invertebrate","Decapod","UnID Shrimp",5,0
"605","2019","05","22","TUR","Restored",0,"Fish","Gadidae","Tom Cod",4,29.75
"606","2019","05","22","TUR","Restored",0,"Fish","Pholidae","Saddleback Gunnel",2,90
"607","2019","05","22","TUR","Restored",0,"Fish","Stichaeid","Snake Prickleback",1,110
"608","2019","05","22","TUR","Restored",1,NA,NA,"none",1,0
"609","2019","05","22","TUR","Restored",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",1,0
"610","2019","05","30","EDG","Armored",0,"Pelagic invertebrate","Jellyfish","Ctenophore",3,0
"611","2019","05","30","EDG","Armored",1,"Pelagic invertebrate","Jellyfish","Moon Jelly",1,0
"612","2019","05","30","EDG","Armored",2,"Fish","Salmon","Chinook",1,120
"613","2019","05","30","EDG","Natural",0,"Benthic Invertebrate","Decapod","Graceful Crab",1,19
"614","2019","05","30","EDG","Natural",0,"Benthic Invertebrate","Decapod","Helmet Crab",17,24.8823529411765
"615","2019","05","30","EDG","Natural",0,"Fish","Perch","Shiner Perch",4,90.5
"616","2019","05","30","EDG","Natural",0,"Fish","Rockfish","UnID Rockfish",1,22
"617","2019","05","30","EDG","Natural",0,"Fish","Stichaeid","Stickleback",1,63
"618","2019","05","30","EDG","Natural",1,"Fish","Salmon","Chinook",2,86
"619","2019","05","30","EDG","Natural",1,"Fish","Salmon","Chum",1,80
"620","2019","05","30","EDG","Natural",2,"Pelagic invertebrate","Jellyfish","Ctenophore",2,0
"621","2019","05","30","EDG","Restored",0,"Fish","Perch","Shiner Perch",7,83.8571428571429
"622","2019","05","30","EDG","Restored",0,"Fish","Salmon","Chinook",3,93.6666666666667
"623","2019","05","30","EDG","Restored",0,"Fish","Stichaeid","Stickleback",1,58
"624","2019","05","30","EDG","Restored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",1,0
"625","2019","05","30","EDG","Restored",1,"Pelagic invertebrate","Jellyfish","Moon Jelly",1,0
"626","2019","05","30","EDG","Restored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",1,0
"627","2019","05","30","EDG","Restored",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",1,0
"628","2019","06","18","COR","Armored",0,NA,NA,"none",1,0
"629","2019","06","18","COR","Armored",1,NA,NA,"none",1,0
"630","2019","06","18","COR","Armored",2,"Fish","Salmon","Chum",4,89
"631","2019","06","18","COR","Natural",0,"Fish","Perch","Pile Perch",4,152.5
"632","2019","06","18","COR","Natural",0,"Fish","Perch","Shiner Perch",61,27.672131147541
"633","2019","06","18","COR","Natural",0,"Fish","Perch","Striped Perch",2,165
"634","2019","06","18","COR","Natural",0,"Fish","Pholidae","Saddleback Gunnel",5,88
"635","2019","06","18","COR","Natural",0,"Fish","Salmon","Chinook",3,105
"636","2019","06","18","COR","Natural",0,"Fish","Salmon","Chum",43,35.046511627907
"637","2019","06","18","COR","Natural",0,"Fish","Salmon","Cutthroat",1,173
"638","2019","06","18","COR","Natural",0,"Fish","Sygnathid","Pipefish",1,0
"639","2019","06","18","COR","Natural",1,"Fish","Forage Fish","Surf Smelt",1,130
"640","2019","06","18","COR","Natural",1,"Fish","Perch","Shiner Perch",11,87.0909090909091
"641","2019","06","18","COR","Natural",1,"Fish","Salmon","Chum",3,76.3333333333333
"642","2019","06","18","COR","Natural",2,"Fish","Salmon","Chum",1,63
